TradingName,Date
M T BRAUNTON,2018-12-06
MISS B A LAKE,2018-12-06
David C M Andrew & Son,2018-12-06
R G & S M Whittall & Son,2018-12-06
ANDREW R WIGLEY & PTNRS,2018-12-06
C W GIBSON,2018-12-06
Reg as: THE WELBECK ESTATE CO LTD,2018-12-07
Jon Appleby and Joy Appleby,2018-12-07
R C EAMES & SON,2018-12-07
P C & S G THELWELL,2018-12-07
J & J MESSENGER,2018-12-07
M/S J PAISLEY & SONS,2018-12-07
E R J ANGELL AND R J ANGELL,2018-12-07
T/A: MP Crudge & L M Shere,2018-12-07
T/A: The Calf at Foot Dairy,2018-12-07
A & R STEEL,2018-12-10
D Woosnam,2018-12-10
T/A: B J Layton & Co,2018-12-10
I. R. T. S. Verney,2018-12-10
M W BROWN,2018-12-10
RM & MW Squire,2018-12-10
T & S & M OAKES,2018-12-10
J C BAINBRIDGE & SONS,2018-12-10
M & K CHIPPENDALE,2018-12-10
Henry Yates,2018-12-10
Walford & North Shropshire College,2018-12-10
SEYMOUR SMITH & SONS LTD,2018-12-10
A W & J BRANDRETH & SON,2018-12-11
"W G, G H & M BROOKES",2018-12-11
T/A: W DALE & SONS,2018-12-11
C W GIBSON,2018-12-11
R M G & R G SALTER,2018-12-11
P T Bale & Sons,2018-12-11
R P SAINSBURY & SONS LTD,2018-12-11
L A M SMITH & SONS  LIMITED,2018-12-11
MESSRS A JONES & SONS,2018-12-11
D B & MRS D R JONES,2018-12-11
T/A: JH & PJ Turner,2018-12-11
"R J, G M & A J Tucker",2018-12-11
J & S W Murch,2018-12-11
M W & S E WOOLDRIDGE,2018-12-11
M C & L M Pincombe Ltd,2018-12-11
Gofarm Ltd,2018-12-11
C Long & Son,2018-12-11
Christine Page,2018-12-11
"T/A: Michael, Carol, Dorothy & George Cope",2018-12-11
T/A: Bonsalls Mercaston,2018-12-11
T/A: Plainspot Farm,2018-12-12
GREYS MILKING SHEEP CO.,2018-12-12
MONARCH FARMS,2018-12-12
R A & S A REED,2018-12-12
S P & D Buckland,2018-12-12
D H WILLES & SON,2018-12-12
M E & I E VANSTONE & SONS,2018-12-12
M N SHERE,2018-12-12
M/S R C DYMOND & SONS,2018-12-12
S WOODHOUSE & SON,2018-12-12
PHR FARMS,2018-12-12
W G & R G RILEY,2018-12-12
H HALHEAD & SON,2018-12-12
H & C COWGILL & SONS,2018-12-12
MR R J NICHOLSON,2018-12-12
REASEHEATH COLLEGE,2018-12-12
R J & M A THELWELL,2018-12-12
J & A SPIERINGS,2018-12-12
EDWARDS BROTHERS,2018-12-12
E A & H F ROGERS,2018-12-12
Mr T & A Jones,2018-12-12
C R BARNETT,2018-12-12
"I, M & G INGMAN",2018-12-12
A & J MYERS & MR S MYERS,2018-12-12
D J & J KEEDWELL,2018-12-12
M/S ALVIS BROS LTD,2018-12-12
M/S G & N MARSHALL & SONS,2018-12-12
J & D Tilbee,2018-12-12
R Mayer & Sons,2018-12-12
PEMBERTON'S DAIRIES,2018-12-13
J & S W Murch,2018-12-13
Velcourt Limited,2018-12-13
M W; D M; DJ & L J Grigg,2018-12-14
E C Bowen & Partners,2018-12-14
John G George,2018-12-14
Hedden & Sons,2018-12-14
M J Frampton & Sons,2018-12-14
D T & V J PYLE,2018-12-14
E W BODEN & SONS,2018-12-14
LITTLE NEASHAM FARMS,2018-12-14
M C & A ELLIOTT,2018-12-14
R M TODD,2018-12-14
T/A: M & B Humphry,2018-12-14
LE MARCHANT FARMS LTD,2018-12-14
P. I. R. SALES,2018-12-14
EDE & SON,2018-12-14
HW & SW JONES,2018-12-14
R P & G R WILLIAMS,2018-12-14
R & A L POTTER & SON,2018-12-17
H & A Williams,2018-12-17
Davies Penlan,2018-12-17
"W J, A M & D T A Davies",2018-12-17
MR J FINDLAY & MR R J JACKSON,2018-12-17
MR J H WHITTON,2018-12-17
MESSRS A TIFFIN & SON,2018-12-17
H & E M HUNTER & SON,2018-12-17
"C, N, & P PENK",2018-12-17
T/A: W G & G Roberts,2018-12-17
P T & S T Rodenhurst,2018-12-18
A R Edwards & Son,2018-12-18
Price & Co. Farming Ltd,2018-12-18
P J & M R STUART,2018-12-18
PEMBERTON'S DAIRIES,2018-12-18
T G GWENNAP & SON,2018-12-18
D & P ALLEN,2018-12-18
T/A: M & B Humphry,2018-12-19
Walford & North Shropshire College,2018-12-19
Williams PFA,2018-12-19
A E ROSS & SON,2018-12-19
O & H B PARRY & SONS,2018-12-19
WM & WA Jones,2018-12-19
E W & J A ROBERTS & SONS,2018-12-19
T T & M WYNNE & SON,2018-12-19
BELLIS BROTHERS,2018-12-19
F D WRIGHT & SONS,2018-12-19
SIMON BRIAN VAUGHAN,2018-12-19
T/A: L V & D F Dakin & Partners,2018-12-19
W J NADIN & CO,2018-12-19
T/A: JH & PJ Turner,2018-12-19
M W & S E WOOLDRIDGE,2018-12-19
RM & MW Squire,2018-12-19
Dallyn's Dairy Ltd,2018-12-19
T/A: M H Richardson,2018-12-19
B A & O M Parry,2018-12-20
D H WILLES & SON,2018-12-20
M B DAVEY,2018-12-20
LOVETTSWOOD FARM LIMITED,2018-12-20
C R CARDELL,2018-12-20
G J CARTER,2018-12-20
ANDREW R WIGLEY & PTNRS,2018-12-20
R J George & B J George,2018-12-20
Fen Farm Dairy Limited,2018-12-20
PETER THOMAS,2018-12-20
P C & V KENNY FARMING,2018-12-20
BILLOCKBY FARMS LTD,2018-12-20
W G BROWN & SONS,2018-12-21
PETER SHARP & SON,2018-12-21
MR R B ASKEW,2018-12-21
MR R A BOOTH & SONS,2018-12-21
"T/A: J H, A D & G H Morgan",2018-12-21
D & J ARMSTRONG,2018-12-21
"J T, M A & J P LAKIN",2018-12-21
J G VEVERS,2018-12-21
R M TODD,2018-12-21
MESSRS W E & D M HILL & SON,2018-12-21
Ruddle Court Farm,2018-12-21
P T & S T Rodenhurst,2018-12-21
T/A: GOLDEN VALLEY GOATS LTD,2018-12-21
T/A: Houghton Organic Farm,2018-12-21
E D & R E Roberts,2018-12-24
G H Blakeman,2018-12-28
J R Hockenhull & Sons,2018-12-28
T/A: D W & J Smith,2018-12-28
